##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG05612:	7227.FBpp0303221 7165.AGAP004228-PA
NOG05613:	7165.AGAP009838-PA 7227.FBpp0302956
NOG05614:	7165.AGAP005320-PA 7227.FBpp0090943
NOG05615:	7227.FBpp0303220 7227.FBpp0303392 7165.AGAP005229-PA
NOG05616:	7227.FBpp0074759 7165.AGAP000172-PA
NOG05617:	7227.FBpp0073201 7165.AGAP006514-PA
NOG05618:	7165.AGAP007823-PA 7227.FBpp0085311
NOG05619:	7227.FBpp0291491 7165.AGAP007365-PA 7165.AGAP007364-PA
NOG05620:	7227.FBpp0076607 7165.AGAP006533-PA
NOG05621:	7227.FBpp0079949 7165.AGAP009740-PA
NOG05622:	7227.FBpp0079926 7165.AGAP009477-PA
NOG05623:	7165.AGAP002967-PA 7227.FBpp0081910
NOG05624:	7227.FBpp0288517 7165.AGAP010183-PA
NOG05625:	7165.AGAP012271-PA 7227.FBpp0075599
NOG05626:	7165.AGAP005673-PA 7227.FBpp0077359
NOG05627:	7227.FBpp0301109 7165.AGAP002324-PA
NOG05628:	7165.AGAP010936-PA 7227.FBpp0070295
NOG05629:	7227.FBpp0113004 7165.AGAP001915-PA
NOG05630:	7227.FBpp0288471 7165.AGAP005845-PA
NOG05631:	7227.FBpp0073073 7165.AGAP002816-PA
NOG05632:	7227.FBpp0076648 7165.AGAP007714-PA
NOG05633:	7165.AGAP004266-PA 7165.AGAP012809-PA 7227.FBpp0079539
NOG05634:	7165.AGAP006642-PA 7227.FBpp0071689
NOG05635:	7165.AGAP010268-PA 7227.FBpp0081263
NOG05636:	7227.FBpp0088881 7165.AGAP010392-PA
NOG05637:	7227.FBpp0075796 7165.AGAP007349-PA
NOG05638:	7165.AGAP002037-PA 7227.FBpp0289671
NOG05639:	7227.FBpp0070691 7165.AGAP005761-PA
NOG05640:	7227.FBpp0086274 7165.AGAP011169-PA
NOG05641:	7165.AGAP006065-PA 7227.FBpp0076330
NOG05642:	7165.AGAP003114-PA 7227.FBpp0071381
NOG05643:	7227.FBpp0084875 7165.AGAP004439-PA
NOG05644:	7227.FBpp0083059 7165.AGAP009479-PA
NOG05645:	7165.AGAP010217-PA 7227.FBpp0080049
NOG05646:	7227.FBpp0304656 7165.AGAP003872-PA
NOG05647:	7227.FBpp0289503 7165.AGAP010236-PB 7165.AGAP010237-PA
NOG05648:	7165.AGAP002729-PA 7227.FBpp0073945
NOG05649:	7165.AGAP008060-PA 7227.FBpp0086257 7227.FBpp0071328 7165.AGAP008061-PA
NOG05650:	7227.FBpp0292225 7165.AGAP011441-PA
NOG05651:	7165.AGAP002551-PA 7165.AGAP002552-PA 7227.FBpp0084360
NOG05652:	7165.AGAP011691-PA 7227.FBpp0304550
NOG05653:	7165.AGAP005244-PA 7227.FBpp0303457
NOG05654:	7165.AGAP009319-PA 7227.FBpp0304516
NOG05655:	7227.FBpp0085258 7165.AGAP010514-PA
NOG05656:	7227.FBpp0072673 7165.AGAP010055-PA
NOG05657:	7165.AGAP009070-PA 7227.FBpp0289407
NOG05658:	7165.AGAP010029-PA 7227.FBpp0080109
NOG05659:	7227.FBpp0111770 7165.AGAP001140-PA
NOG05660:	7227.FBpp0292870 7165.AGAP002233-PA
NOG05661:	7165.AGAP004952-PA 7227.FBpp0074834
NOG05662:	7227.FBpp0087618 7165.AGAP011179-PA
NOG05663:	7227.FBpp0075247 7165.AGAP005860-PA
NOG05664:	7227.FBpp0072276 7165.AGAP007600-PA
NOG05665:	7227.FBpp0074128 7165.AGAP000322-PA
NOG05666:	7165.AGAP010090-PA 7227.FBpp0303681
NOG05667:	7227.FBpp0070249 7165.AGAP010307-PA
NOG05668:	7165.AGAP007533-PA 7227.FBpp0082131
NOG05669:	7227.FBpp0072737 7165.AGAP005795-PA
NOG05670:	7165.AGAP000841-PA 7227.FBpp0073502
NOG05671:	7227.FBpp0088044 7165.AGAP011440-PA
NOG05672:	7227.FBpp0271738 7165.AGAP011705-PA
NOG05673:	7165.AGAP007490-PA 7227.FBpp0111912
NOG05674:	7165.AGAP010842-PA 7227.FBpp0303475
NOG05675:	7227.FBpp0288426 7165.AGAP000329-PA
NOG05676:	7165.AGAP002365-PA 7227.FBpp0082263
NOG05677:	7227.FBpp0300803 7165.AGAP007806-PB
NOG05678:	7165.AGAP010643-PA 7227.FBpp0087082
NOG05679:	7165.AGAP005918-PA 7227.FBpp0303136
NOG05680:	7227.FBpp0081786 7165.AGAP007002-PA
NOG05681:	7227.FBpp0071023 7165.AGAP010939-PA
NOG05682:	7165.AGAP008190-PA 7227.FBpp0080324
NOG05683:	7165.AGAP000390-PA 7227.FBpp0074048
NOG05684:	7227.FBpp0080495 7165.AGAP009486-PA
NOG05685:	7227.FBpp0111700 7165.AGAP000810-PA
NOG05686:	7165.AGAP011036-PA 7227.FBpp0075818
NOG05687:	7165.AGAP003397-PA 7227.FBpp0304166
NOG05688:	7165.AGAP005880-PA 7227.FBpp0076657
NOG05689:	7227.FBpp0086370 7165.AGAP004142-PA
NOG05690:	7165.AGAP000240-PA 7227.FBpp0303078
NOG05691:	7165.AGAP006817-PA 7227.FBpp0072743
NOG05692:	7227.FBpp0087735 7165.AGAP010626-PA
NOG05693:	7165.AGAP008536-PA 7227.FBpp0079146
NOG05694:	7165.AGAP010193-PA 7227.FBpp0077108
NOG05695:	7165.AGAP002004-PA 7227.FBpp0088483
NOG05696:	7227.FBpp0073008 7165.AGAP003792-PA
NOG05697:	7227.FBpp0077258 7165.AGAP007775-PA
NOG05698:	7165.AGAP001154-PA 7227.FBpp0078331
NOG05699:	7227.FBpp0297159 7165.AGAP009037-PA
NOG05700:	7227.FBpp0303735 7165.AGAP004292-PA
NOG05701:	7165.AGAP000365-PA 7227.FBpp0289204
NOG05702:	7227.FBpp0304173 7165.AGAP007417-PA
NOG05703:	7165.AGAP000791-PA 7227.FBpp0305171
NOG05704:	7227.FBpp0073538 7165.AGAP000180-PA
NOG05705:	7227.FBpp0074693 7165.AGAP005655-PA
NOG05706:	7165.AGAP003674-PA 7227.FBpp0083510
NOG05707:	7227.FBpp0080855 7165.AGAP008337-PA
NOG05708:	7165.AGAP005306-PA 7227.FBpp0088134
NOG05709:	7227.FBpp0076827 7165.AGAP005108-PA
NOG05710:	7227.FBpp0293128 7165.AGAP008326-PA
NOG05711:	7227.FBpp0300193 7165.AGAP006629-PA
NOG05712:	7227.FBpp0070616 7165.AGAP001938-PA
NOG05713:	7165.AGAP007578-PA 7227.FBpp0076695
NOG05714:	7165.AGAP010358-PA 7227.FBpp0072363
NOG05715:	7165.AGAP001253-PA 7227.FBpp0082742
NOG05716:	7227.FBpp0078144 7165.AGAP004765-PA
NOG05717:	7165.AGAP004812-PA 7227.FBpp0076092
NOG05718:	7227.FBpp0085697 7165.AGAP012185-PA
NOG05719:	7165.AGAP002617-PA 7227.FBpp0297429
NOG05720:	7227.FBpp0071563 7165.AGAP000407-PA
NOG05721:	7227.FBpp0291253 7165.AGAP010096-PA
NOG05722:	7227.FBpp0081766 7165.AGAP002899-PA
NOG05723:	7165.AGAP000068-PA 7227.FBpp0088208
NOG05724:	7227.FBpp0087018 7165.AGAP007676-PA 7227.FBpp0087016 7227.FBpp0087017 7227.FBpp0300747 7165.AGAP007677-PA 7227.FBpp0306127 7227.FBpp0304544 7227.FBpp0085712 7227.FBpp0304543 7227.FBpp0306124 7227.FBpp0302004
NOG05725:	7165.AGAP028164-PA 7165.AGAP008769-PA 7227.FBpp0289511
NOG05726:	7165.AGAP003047-PA 7227.FBpp0081374
NOG05727:	7165.AGAP009271-PA 7227.FBpp0086400
NOG05728:	7227.FBpp0300937 7165.AGAP006643-PA
NOG05729:	7165.AGAP004902-PA 7227.FBpp0303369
NOG05730:	7227.FBpp0079648 7165.AGAP010198-PA
NOG05731:	7227.FBpp0290964 7165.AGAP003031-PA
NOG05732:	7227.FBpp0083823 7165.AGAP001026-PA 7227.FBpp0087954
NOG05733:	7227.FBpp0081672 7165.AGAP004500-PA
NOG05734:	7227.FBpp0083801 7165.AGAP003183-PA
NOG05735:	7165.AGAP007105-PA 7227.FBpp0074760
NOG05736:	7227.FBpp0082633 7165.AGAP004032-PA
NOG05737:	7165.AGAP000500-PA 7227.FBpp0078880
NOG05738:	7165.AGAP011483-PA 7227.FBpp0289035
NOG05739:	7227.FBpp0087206 7227.FBpp0074952 7165.AGAP011207-PA
NOG05740:	7165.AGAP009932-PA 7227.FBpp0293448
NOG05741:	7227.FBpp0073070 7165.AGAP013089-PA
NOG05742:	7165.AGAP011531-PA 7227.FBpp0082183
NOG05743:	7227.FBpp0099776 7165.AGAP003109-PA
NOG05744:	7165.AGAP005526-PA 7227.FBpp0271945
NOG05745:	7227.FBpp0303177 7165.AGAP002229-PA
NOG05746:	7227.FBpp0076460 7165.AGAP005110-PA
NOG05747:	7165.AGAP005382-PA 7227.FBpp0073090
NOG05748:	7227.FBpp0304879 7165.AGAP009031-PA
NOG05749:	7227.FBpp0074131 7165.AGAP000032-PA
NOG05750:	7165.AGAP005717-PA 7227.FBpp0297621
NOG05751:	7165.AGAP002586-PA 7227.FBpp0082496
NOG05752:	7227.FBpp0084985 7165.AGAP003059-PB
NOG05753:	7165.AGAP004375-PB 7227.FBpp0084684
NOG05754:	7227.FBpp0305853 7165.AGAP007103-PA
NOG05755:	7227.FBpp0271875 7165.AGAP005926-PA
NOG05756:	7227.FBpp0085627 7165.AGAP010373-PA
NOG05757:	7165.AGAP009789-PA 7227.FBpp0099453
NOG05758:	7165.AGAP003568-PA 7227.FBpp0306055
NOG05759:	7227.FBpp0081854 7227.FBpp0081814 7165.AGAP006222-PA 7227.FBpp0081813 7165.AGAP007029-PA
NOG05760:	7227.FBpp0086833 7227.FBpp0086832 7165.AGAP004721-PA
NOG05761:	7227.FBpp0290582 7165.AGAP000776-PA
NOG05762:	7227.FBpp0079400 7165.AGAP009443-PA
NOG05763:	7165.AGAP009566-PA 7227.FBpp0079845
NOG05764:	7227.FBpp0073061 7165.AGAP005992-PA
NOG05765:	7227.FBpp0112484 7165.AGAP007531-PA
NOG05766:	7227.FBpp0081581 7165.AGAP004212-PA
NOG05767:	7227.FBpp0086406 7165.AGAP003613-PA
NOG05768:	7165.AGAP002310-PA 7227.FBpp0292214
NOG05769:	7165.AGAP001485-PA 7227.FBpp0073556
NOG05770:	7227.FBpp0078291 7165.AGAP003493-PA
NOG05771:	7227.FBpp0071217 7165.AGAP010491-PA
NOG05772:	7227.FBpp0071198 7165.AGAP000514-PA
NOG05773:	7227.FBpp0112171 7165.AGAP001447-PA
NOG05774:	7165.AGAP028011-PA 7165.AGAP008547-PA 7165.AGAP008548-PA 7227.FBpp0301834
NOG05775:	7165.AGAP013509-PA 7227.FBpp0077586
NOG05776:	7227.FBpp0075945 7165.AGAP001369-PA
NOG05777:	7165.AGAP003121-PA 7227.FBpp0089178
NOG05778:	7227.FBpp0304465 7165.AGAP006052-PA
NOG05779:	7227.FBpp0088549 7165.AGAP006346-PA
NOG05780:	7165.AGAP009799-PA 7227.FBpp0288707
NOG05781:	7227.FBpp0079943 7165.AGAP011363-PA
NOG05782:	7227.FBpp0271797 7165.AGAP004862-PA
NOG05783:	7165.AGAP003621-PA 7227.FBpp0070969
NOG05784:	7165.AGAP005148-PA 7227.FBpp0087316
NOG05785:	7165.AGAP007031-PA 7227.FBpp0086969
NOG05786:	7227.FBpp0079471 7165.AGAP002265-PA
NOG05787:	7165.AGAP006880-PA 7227.FBpp0084114
NOG05788:	7165.AGAP002674-PA 7227.FBpp0070134
NOG05789:	7227.FBpp0080391 7165.AGAP009338-PA
NOG05790:	7227.FBpp0071468 7165.AGAP012053-PA
NOG05791:	7227.FBpp0291363 7165.AGAP000331-PA
NOG05792:	7165.AGAP005901-PA 7227.FBpp0293535
NOG05793:	7227.FBpp0072782 7165.AGAP005811-PA
NOG05794:	7227.FBpp0075006 7165.AGAP006947-PA
NOG05795:	7227.FBpp0085330 7165.AGAP002077-PA
NOG05796:	7227.FBpp0110166 7165.AGAP006954-PA
NOG05797:	7227.FBpp0073179 7165.AGAP006490-PA
NOG05798:	7165.AGAP011123-PA 7227.FBpp0074588
NOG05799:	7165.AGAP001751-PA 7227.FBpp0297633
NOG05800:	7165.AGAP005005-PA 7227.FBpp0112273
NOG05801:	7165.AGAP006632-PA 7227.FBpp0087680
NOG05802:	7227.FBpp0291254 7165.AGAP007472-PA
NOG05803:	7165.AGAP011905-PA 7227.FBpp0078757
NOG05804:	7227.FBpp0072745 7165.AGAP002603-PA
NOG05805:	7227.FBpp0113084 7165.AGAP004937-PA
NOG05806:	7227.FBpp0079790 7165.AGAP009609-PA
NOG05807:	7165.AGAP010443-PA 7227.FBpp0078731
NOG05808:	7165.AGAP006761-PA 7227.FBpp0074817
NOG05809:	7227.FBpp0074564 7165.AGAP000440-PA
NOG05810:	7227.FBpp0073682 7165.AGAP002350-PB
NOG05811:	7165.AGAP002361-PA 7227.FBpp0074236
NOG05812:	7227.FBpp0085420 7165.AGAP006254-PA
NOG05813:	7165.AGAP005806-PA 7227.FBpp0305041
NOG05814:	7165.AGAP005802-PA 7227.FBpp0072801
NOG05815:	7227.FBpp0112426 7165.AGAP009207-PA
NOG05816:	7227.FBpp0303144 7165.AGAP001566-PB
NOG05817:	7165.AGAP004190-PA 7227.FBpp0071142
NOG05818:	7165.AGAP008435-PA 7227.FBpp0080498
NOG05819:	7165.AGAP001126-PA 7227.FBpp0073730
NOG05820:	7165.AGAP004750-PA 7227.FBpp0100139
NOG05821:	7227.FBpp0079233 7165.AGAP010010-PA
NOG05822:	7165.AGAP000142-PA 7227.FBpp0290295
NOG05823:	7165.AGAP008493-PA 7227.FBpp0079770
NOG05824:	7165.AGAP002646-PA 7227.FBpp0070723
NOG05825:	7165.AGAP000545-PA 7227.FBpp0071256
NOG05826:	7227.FBpp0081606 7165.AGAP004151-PA
NOG05827:	7227.FBpp0088009 7165.AGAP005091-PB
NOG05828:	7165.AGAP010171-PA 7227.FBpp0077508
NOG05829:	7227.FBpp0288689 7165.AGAP000477-PA
NOG05830:	7227.FBpp0289127 7165.AGAP010653-PA
NOG05831:	7165.AGAP006159-PA 7227.FBpp0072029
NOG05832:	7227.FBpp0081431 7165.AGAP010777-PA
NOG05833:	7165.AGAP005661-PA 7227.FBpp0074853
NOG05834:	7227.FBpp0079812 7165.AGAP009047-PA
NOG05835:	7227.FBpp0289007 7165.AGAP003986-PB
NOG05836:	7165.AGAP002559-PA 7227.FBpp0078440
NOG05837:	7165.AGAP008141-PA 7227.FBpp0289058
NOG05838:	7165.AGAP008501-PA 7227.FBpp0078893
NOG05839:	7227.FBpp0099956 7165.AGAP004403-PA
NOG05840:	7165.AGAP003191-PA 7227.FBpp0075394
NOG05841:	7165.AGAP001882-PA 7227.FBpp0075265
NOG05842:	7165.AGAP001625-PA 7227.FBpp0291718
NOG05843:	7165.AGAP000406-PA 7227.FBpp0074061
NOG05844:	7165.AGAP000899-PA 7227.FBpp0073553
NOG05845:	7165.AGAP005066-PA 7227.FBpp0071167 7165.AGAP012656-PA
NOG05846:	7227.FBpp0301625 7165.AGAP002434-PA
NOG05847:	7165.AGAP010782-PA 7227.FBpp0303219
NOG05848:	7165.AGAP003508-PA 7227.FBpp0271517
NOG05849:	7227.FBpp0297477 7165.AGAP008028-PA
NOG05850:	7227.FBpp0072618 7165.AGAP011351-PA
NOG05851:	7227.FBpp0303037 7165.AGAP007367-PA
NOG05852:	7227.FBpp0292260 7165.AGAP007698-PB
NOG05853:	7227.FBpp0080479 7227.FBpp0304611 7227.FBpp0112326 7165.AGAP008570-PA
NOG05854:	7165.AGAP010644-PA 7227.FBpp0075425
NOG05855:	7165.AGAP003454-PA 7227.FBpp0083969
NOG05856:	7227.FBpp0070582 7165.AGAP010383-PA
NOG05857:	7227.FBpp0088404 7165.AGAP009028-PA
NOG05858:	7227.FBpp0083611 7165.AGAP004596-PA
NOG05859:	7165.AGAP004870-PA 7227.FBpp0086887
NOG05860:	7227.FBpp0074453 7165.AGAP000717-PA
NOG05861:	7165.AGAP001476-PA 7227.FBpp0301607
NOG05862:	7227.FBpp0082677 7165.AGAP001222-PA
NOG05863:	7165.AGAP007844-PA 7227.FBpp0080475
NOG05864:	7165.AGAP009118-PA 7227.FBpp0303005
NOG05865:	7165.AGAP000199-PA 7227.FBpp0080999
NOG05866:	7165.AGAP011872-PA 7227.FBpp0087583
NOG05867:	7227.FBpp0070594 7165.AGAP001101-PA
NOG05868:	7227.FBpp0292914 7165.AGAP001296-PA
NOG05869:	7165.AGAP000891-PA 7227.FBpp0292309
NOG05870:	7165.AGAP011354-PA 7227.FBpp0086993
NOG05871:	7165.AGAP004232-PA 7227.FBpp0111820
NOG05872:	7227.FBpp0088416 7165.AGAP000700-PA
NOG05873:	7227.FBpp0087897 7165.AGAP007727-PA
NOG05874:	7227.FBpp0073678 7165.AGAP000623-PA
NOG05875:	7227.FBpp0087651 7165.AGAP005031-PA
NOG05876:	7227.FBpp0289146 7165.AGAP006247-PA
NOG05877:	7227.FBpp0290293 7165.AGAP005138-PA
NOG05878:	7165.AGAP005892-PA 7227.FBpp0076708
NOG05879:	7165.AGAP005898-PA 7227.FBpp0305425
NOG05880:	7227.FBpp0304518 7165.AGAP009136-PA
NOG05881:	7165.AGAP002474-PA 7227.FBpp0084726
NOG05882:	7165.AGAP007579-PA 7227.FBpp0076545
NOG05883:	7227.FBpp0077252 7165.AGAP008291-PA 7165.AGAP008290-PA 7165.AGAP008293-PA 7165.AGAP008295-PA 7165.AGAP008292-PA 7165.AGAP008294-PA 7165.AGAP008296-PA
NOG05884:	7227.FBpp0305769 7165.AGAP006513-PA
NOG05885:	7165.AGAP012227-PA 7227.FBpp0079267
NOG05886:	7227.FBpp0079549 7165.AGAP009621-PA
NOG05887:	7165.AGAP010462-PA 7227.FBpp0303193
NOG05888:	7165.AGAP002689-PA 7227.FBpp0085013
NOG05889:	7165.AGAP010040-PA 7165.AGAP012657-PA 7227.FBpp0083357
NOG05890:	7165.AGAP011766-PA 7227.FBpp0086818
NOG05891:	7227.FBpp0087714 7165.AGAP006767-PA
NOG05892:	7165.AGAP028138-PA 7227.FBpp0078607
NOG05893:	7165.AGAP003077-PB 7227.FBpp0288476 7227.FBpp0082211
NOG05894:	7165.AGAP008221-PA 7227.FBpp0302849
NOG05895:	7165.AGAP009043-PA 7227.FBpp0085614
NOG05896:	7165.AGAP004204-PA 7227.FBpp0086008
NOG05897:	7227.FBpp0303272 7165.AGAP001925-PA
NOG05898:	7165.AGAP002919-PA 7227.FBpp0071087
NOG05899:	7165.AGAP011333-PC 7227.FBpp0072420
NOG05900:	7227.FBpp0078024 7165.AGAP005559-PA
NOG05901:	7165.AGAP006241-PA 7227.FBpp0077031 7227.FBpp0303218 7227.FBpp0074467
NOG05902:	7165.AGAP004479-PA 7227.FBpp0302789
NOG05903:	7227.FBpp0290165 7165.AGAP007065-PA
NOG05904:	7227.FBpp0078689 7165.AGAP006607-PA
NOG05905:	7227.FBpp0072480 7165.AGAP010557-PA
NOG05906:	7165.AGAP004769-PA 7227.FBpp0072086
NOG05907:	7165.AGAP009125-PA 7227.FBpp0077718
NOG05908:	7227.FBpp0303549 7165.AGAP009331-PA
NOG05909:	7227.FBpp0099780 7165.AGAP002150-PB
NOG05910:	7227.FBpp0301546 7165.AGAP001279-PA 7227.FBpp0293728
NOG05911:	7227.FBpp0071451 7165.AGAP004960-PA
NOG05912:	7165.AGAP001763-PA 7227.FBpp0071865 7227.FBpp0289859
NOG05913:	7165.AGAP008988-PA 7227.FBpp0077773
NOG05914:	7165.AGAP005301-PA 7227.FBpp0110098
NOG05915:	7227.FBpp0300968 7165.AGAP001395-PA
NOG05916:	7227.FBpp0080009 7165.AGAP007870-PA
NOG05917:	7227.FBpp0297886 7165.AGAP000062-PA
NOG05918:	7165.AGAP001824-PA 7227.FBpp0110105
NOG05919:	7227.FBpp0305742 7165.AGAP006092-PA
NOG05920:	7227.FBpp0305165 7165.AGAP010613-PA 7165.AGAP010612-PA
NOG05921:	7165.AGAP002084-PA 7227.FBpp0291375
NOG05922:	7227.FBpp0289202 7165.AGAP010492-PA
NOG05923:	7227.FBpp0293889 7165.AGAP000635-PA
NOG05924:	7165.AGAP010474-PA 7227.FBpp0303204
NOG05925:	7227.FBpp0304474 7165.AGAP002128-PB
NOG05926:	7165.AGAP004372-PA 7227.FBpp0078575
NOG05927:	7227.FBpp0305334 7165.AGAP005100-PA
NOG05928:	7227.FBpp0072135 7165.AGAP011827-PA
NOG05929:	7227.FBpp0072144 7165.AGAP001380-PA
NOG05930:	7165.AGAP010251-PA 7227.FBpp0072693
NOG05931:	7165.AGAP010430-PA 7227.FBpp0085629
NOG05932:	7165.AGAP008559-PC 7227.FBpp0293383
NOG05933:	7165.AGAP002198-PA 7227.FBpp0082120
NOG05934:	7165.AGAP009441-PA 7227.FBpp0305182
NOG05935:	7227.FBpp0084023 7165.AGAP002972-PA
NOG05936:	7227.FBpp0082970 7165.AGAP003108-PA 7227.FBpp0075520
NOG05937:	7227.FBpp0297899 7165.AGAP010239-PA
NOG05938:	7227.FBpp0112084 7165.AGAP011388-PA 7165.AGAP012772-PA
NOG05939:	7227.FBpp0071731 7165.AGAP012057-PA
NOG05940:	7227.FBpp0077790 7165.AGAP010188-PA
NOG05941:	7227.FBpp0085394 7165.AGAP008980-PA
NOG05942:	7227.FBpp0077708 7165.AGAP007905-PA
NOG05943:	7227.FBpp0082488 7165.AGAP009295-PA
NOG05944:	7227.FBpp0082294 7165.AGAP002457-PA
NOG05945:	7227.FBpp0080551 7165.AGAP004609-PA
NOG05946:	7165.AGAP010757-PA 7227.FBpp0087732
NOG05947:	7227.FBpp0083704 7165.AGAP012139-PA
NOG05948:	7165.AGAP004240-PA 7227.FBpp0082469
NOG05949:	7227.FBpp0300317 7165.AGAP008996-PA
NOG05950:	7165.AGAP002896-PA 7227.FBpp0291831
NOG05951:	7165.AGAP013730-PA 7227.FBpp0077658
NOG05952:	7165.AGAP012179-PA 7227.FBpp0086204
NOG05953:	7165.AGAP002902-PA 7227.FBpp0085176
NOG05954:	7165.AGAP003201-PA 7165.AGAP003202-PA 7227.FBpp0292968
NOG05955:	7227.FBpp0087044 7165.AGAP007500-PA
NOG05956:	7227.FBpp0081495 7165.AGAP008322-PA
NOG05957:	7227.FBpp0292618 7165.AGAP007636-PA
NOG05958:	7227.FBpp0080722 7165.AGAP008854-PA
NOG05959:	7165.AGAP007653-PA 7227.FBpp0291674
NOG05960:	7165.AGAP010582-PA 7227.FBpp0110124
NOG05961:	7165.AGAP008378-PA 7227.FBpp0112207 7165.AGAP008380-PA
NOG05962:	7165.AGAP005330-PA 7227.FBpp0304907
NOG05963:	7227.FBpp0079092 7165.AGAP008224-PA
NOG05964:	7165.AGAP005553-PA 7227.FBpp0076823
NOG05965:	7165.AGAP011750-PA 7227.FBpp0304313
NOG05966:	7165.AGAP001895-PA 7227.FBpp0289915
NOG05967:	7227.FBpp0087068 7165.AGAP011315-PA
NOG05968:	7165.AGAP002859-PA 7227.FBpp0301144
NOG05969:	7165.AGAP004801-PA 7227.FBpp0075680
NOG05970:	7165.AGAP007008-PA 7227.FBpp0288847
NOG05971:	7227.FBpp0078711 7165.AGAP008557-PA
NOG05972:	7227.FBpp0072637 7165.AGAP006364-PA
NOG05973:	7227.FBpp0300652 7165.AGAP004919-PA
NOG05974:	7165.AGAP011526-PA 7227.FBpp0304968
NOG05975:	7227.FBpp0081504 7165.AGAP003571-PA
NOG05976:	7227.FBpp0078488 7165.AGAP001983-PA
NOG05977:	7165.AGAP009774-PA 7227.FBpp0087707
NOG05978:	7165.AGAP002776-PA 7227.FBpp0085224
NOG05979:	7227.FBpp0077333 7165.AGAP008263-PA
NOG05980:	7227.FBpp0077950 7165.AGAP006627-PA
NOG05981:	7227.FBpp0086069 7165.AGAP005209-PA
NOG05982:	7165.AGAP007732-PA 7227.FBpp0080090 7227.FBpp0079876
NOG05983:	7165.AGAP000232-PA 7227.FBpp0302026
NOG05984:	7165.AGAP005035-PA 7227.FBpp0083185
NOG05985:	7165.AGAP001695-PA 7165.AGAP004286-PA 7227.FBpp0073452
NOG05986:	7227.FBpp0083501 7165.AGAP002253-PA
NOG05987:	7227.FBpp0081608 7165.AGAP000102-PA
NOG05988:	7165.AGAP001918-PA 7227.FBpp0072720
NOG05989:	7227.FBpp0304500 7165.AGAP008734-PA
NOG05990:	7165.AGAP003276-PA 7227.FBpp0078377
NOG05991:	7227.FBpp0291664 7165.AGAP009598-PA
NOG05992:	7165.AGAP002831-PA 7227.FBpp0081744
NOG05993:	7165.AGAP008811-PA 7227.FBpp0079589
NOG05994:	7165.AGAP009305-PB 7227.FBpp0297903
NOG05995:	7165.AGAP009999-PA 7227.FBpp0077671
NOG05996:	7165.AGAP002338-PA 7227.FBpp0077625
NOG05997:	7165.AGAP012379-PA 7227.FBpp0072385
NOG05998:	7227.FBpp0076903 7165.AGAP003860-PA
NOG05999:	7165.AGAP003069-PA 7227.FBpp0081185
NOG06000:	7165.AGAP007023-PA 7227.FBpp0072590
NOG06001:	7227.FBpp0291230 7165.AGAP000363-PA
NOG06002:	7227.FBpp0302008 7165.AGAP010540-PA
NOG06003:	7165.AGAP006266-PA 7227.FBpp0078053
NOG06004:	7227.FBpp0076580 7165.AGAP005884-PA
NOG06005:	7165.AGAP011884-PA 7227.FBpp0072239
NOG06006:	7227.FBpp0080706 7165.AGAP009093-PA
NOG06007:	7165.AGAP006048-PA 7165.AGAP006049-PA 7227.FBpp0289683 7165.AGAP006047-PA 7227.FBpp0078701 7227.FBpp0078703
NOG06008:	7227.FBpp0076705 7165.AGAP006014-PA
NOG06009:	7227.FBpp0084729 7165.AGAP004465-PA
NOG06010:	7227.FBpp0303470 7165.AGAP007640-PA
NOG06011:	7165.AGAP003350-PB 7227.FBpp0085880
NOG06012:	7227.FBpp0088256 7165.AGAP002931-PA
NOG06013:	7165.AGAP004725-PA 7227.FBpp0086013
NOG06014:	7227.FBpp0110433 7165.AGAP005569-PA
NOG06015:	7165.AGAP010191-PA 7227.FBpp0291121
NOG06016:	7227.FBpp0082580 7165.AGAP001794-PA
NOG06017:	7227.FBpp0293292 7165.AGAP006183-PA
NOG06018:	7227.FBpp0290103 7165.AGAP010791-PA
NOG06019:	7165.AGAP010459-PA 7227.FBpp0303581
NOG06020:	7165.AGAP012399-PA 7227.FBpp0271830 7165.AGAP012400-PA 7227.FBpp0087831 7227.FBpp0087828
NOG06021:	7227.FBpp0070165 7165.AGAP008836-PA
NOG06022:	7165.AGAP008844-PA 7227.FBpp0077760
NOG06023:	7227.FBpp0081767 7165.AGAP010499-PA
NOG06024:	7165.AGAP010294-PA 7227.FBpp0300611
