##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:52
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/418101.plasmodia.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/418101.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:54
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/418101.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:52
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	352914.XP_725878.1 5821.PBANKA_122380
NOG05391:	5821.PBANKA_040230 352914.XP_724901.1
NOG05392:	5821.PBANKA_021320 352914.XP_729248.1
NOG05393:	5821.PBANKA_091140 352914.XP_728942.1
NOG05394:	352914.XP_729838.1 5821.PBANKA_111390
NOG05395:	352914.XP_727951.1 5821.PBANKA_081700
NOG05396:	5821.PBANKA_131080 352914.XP_727402.1
NOG05397:	352914.XP_724072.1 5821.PBANKA_145990
NOG05398:	352914.XP_724890.1 5821.PBANKA_050490
NOG05399:	352914.XP_729903.1 5821.PBANKA_062070
NOG05400:	352914.XP_727015.1 5821.PBANKA_112370
NOG05401:	5821.PBANKA_132080 352914.XP_727809.1
NOG05402:	352914.XP_729747.1 5821.PBANKA_130750
NOG05403:	352914.XP_731092.1 5821.PBANKA_070610
NOG05404:	352914.XP_724950.1 5821.PBANKA_111290
NOG05405:	5821.PBANKA_094030 352914.XP_727067.1
NOG05406:	5821.PBANKA_092380 352914.XP_727097.1
NOG05407:	5821.PBANKA_140830 352914.XP_731075.1
NOG05408:	352914.XP_726401.1 5821.PBANKA_130110
NOG05409:	352914.XP_730167.1 5821.PBANKA_050790
NOG05410:	352914.XP_729840.1 5821.PBANKA_050170
NOG05411:	5821.PBANKA_041760 352914.XP_728878.1
NOG05412:	352914.XP_724945.1 5821.PBANKA_141370
NOG05413:	5821.PBANKA_060320 352914.XP_728136.1
NOG05414:	352914.XP_723684.1 5821.PBANKA_040270
NOG05415:	352914.XP_729760.1 5821.PBANKA_091410
NOG05416:	352914.XP_725051.1 5821.PBANKA_060350
NOG05417:	5821.PBANKA_141240 352914.XP_729711.1
NOG05418:	5821.PBANKA_131000 352914.XP_729734.1
NOG05419:	352914.XP_726090.1 5821.PBANKA_140540
NOG05420:	352914.XP_729673.1 5821.PBANKA_060510
NOG05421:	5821.PBANKA_040680 352914.XP_730217.1
NOG05422:	5821.PBANKA_122180 352914.XP_729725.1
NOG05423:	5821.PBANKA_051110 352914.XP_726644.1
NOG05424:	352914.XP_729511.1 5821.PBANKA_040980
NOG05425:	352914.XP_729073.1 5821.PBANKA_146440
NOG05426:	5821.PBANKA_110950 352914.XP_724286.1
NOG05427:	5821.PBANKA_051490 352914.XP_725099.1
NOG05428:	5821.PBANKA_101080 352914.XP_727670.1
NOG05429:	5821.PBANKA_134910 352914.XP_730013.1
NOG05430:	352914.XP_731470.1 5821.PBANKA_122850
NOG05431:	352914.XP_725101.1 5821.PBANKA_051470
NOG05432:	352914.XP_729508.1 5821.PBANKA_041010
NOG05433:	352914.XP_730270.1 5821.PBANKA_082430
NOG05434:	352914.XP_729679.1 5821.PBANKA_143490
NOG05435:	352914.XP_726248.1 5821.PBANKA_131930
NOG05436:	352914.XP_728270.1 5821.PBANKA_051890
NOG05437:	5821.PBANKA_100230 352914.XP_729076.1
NOG05438:	352914.XP_730483.1 5821.PBANKA_010220
NOG05439:	352914.XP_729242.1 5821.PBANKA_021380
NOG05440:	352914.XP_729924.1 5821.PBANKA_090950
NOG05441:	5821.PBANKA_124330 352914.XP_726321.1
NOG05442:	5821.PBANKA_082590 352914.XP_727789.1
NOG05443:	352914.XP_727053.1 5821.PBANKA_134540
NOG05444:	352914.XP_724204.1 5821.PBANKA_061040
NOG05445:	352914.XP_726289.1 5821.PBANKA_070240
NOG05446:	5821.PBANKA_083010 352914.XP_725733.1
NOG05447:	5821.PBANKA_134580 352914.XP_730077.1
NOG05448:	352914.XP_728200.1 5821.PBANKA_144630
NOG05449:	5821.PBANKA_114460 352914.XP_724559.1
NOG05450:	352914.XP_726812.1 5821.PBANKA_135770
NOG05451:	352914.XP_730951.1 5821.PBANKA_061580
NOG05452:	5821.PBANKA_120700 352914.XP_726212.1
NOG05453:	352914.XP_724436.1 5821.PBANKA_134500
NOG05454:	352914.XP_731374.1 5821.PBANKA_094110
NOG05455:	5821.PBANKA_071340 352914.XP_728367.1
NOG05456:	5821.PBANKA_121960 352914.XP_725459.1
NOG05457:	5821.PBANKA_102000 352914.XP_729645.1
NOG05458:	5821.PBANKA_111700 352914.XP_725477.1
NOG05459:	5821.PBANKA_101450 352914.XP_728996.1
NOG05460:	352914.XP_730497.1 5821.PBANKA_090320
NOG05461:	352914.XP_726776.1 5821.PBANKA_101350
NOG05462:	5821.PBANKA_140940 352914.XP_730729.1
NOG05463:	352914.XP_730424.1 352914.XP_726879.1 5821.PBANKA_072260
NOG05464:	5821.PBANKA_135410 352914.XP_730821.1
NOG05465:	5821.PBANKA_061550 352914.XP_731289.1
NOG05466:	5821.PBANKA_070320 352914.XP_724735.1
NOG05467:	5821.PBANKA_092230 352914.XP_727721.1
NOG05468:	5821.PBANKA_083600 352914.XP_728921.1
NOG05469:	5821.PBANKA_080260 352914.XP_724399.1
NOG05470:	352914.XP_727896.1 5821.PBANKA_021470
NOG05471:	5821.PBANKA_100010 352914.XP_724956.1 352914.XP_726044.1
NOG05472:	5821.PBANKA_142770 352914.XP_729450.1
NOG05473:	5821.PBANKA_122710 352914.XP_728311.1
NOG05474:	5821.PBANKA_030540 352914.XP_723646.1
NOG05475:	352914.XP_728920.1 5821.PBANKA_083580
NOG05476:	352914.XP_730216.1 5821.PBANKA_040690
NOG05477:	352914.XP_726512.1 5821.PBANKA_091560
NOG05478:	352914.XP_725187.1 5821.PBANKA_020950
NOG05479:	352914.XP_725910.1 5821.PBANKA_132230
NOG05480:	5821.PBANKA_041580 352914.XP_724882.1
NOG05481:	352914.XP_731351.1 5821.PBANKA_011050
NOG05482:	352914.XP_729719.1 5821.PBANKA_124390
NOG05483:	5821.PBANKA_124360 352914.XP_726323.1
NOG05484:	352914.XP_728400.1 5821.PBANKA_061120
NOG05485:	5821.PBANKA_122010 352914.XP_729856.1
NOG05486:	352914.XP_726530.1 5821.PBANKA_083480
NOG05487:	5821.PBANKA_101000 352914.XP_730456.1
NOG05488:	352914.XP_729009.1 5821.PBANKA_124280
NOG05489:	5821.PBANKA_021020 352914.XP_729287.1
NOG05490:	5821.PBANKA_114570 352914.XP_728868.1
NOG05491:	5821.PBANKA_051880 352914.XP_724115.1
NOG05492:	352914.XP_727668.1 5821.PBANKA_101070
NOG05493:	5821.PBANKA_041140 352914.XP_731071.1
NOG05494:	5821.PBANKA_142890 352914.XP_725299.1
NOG05495:	352914.XP_730702.1 5821.PBANKA_114050
NOG05496:	352914.XP_726795.1 5821.PBANKA_070330
NOG05497:	5821.PBANKA_051930 352914.XP_728265.1
NOG05498:	5821.PBANKA_060610 352914.XP_724418.1
NOG05499:	5821.PBANKA_144980 352914.XP_724975.1
NOG05500:	5821.PBANKA_020860 352914.XP_728970.1
NOG05501:	5821.PBANKA_102930 352914.XP_727975.1
NOG05502:	5821.PBANKA_144100 352914.XP_723687.1
NOG05503:	5821.PBANKA_140290 352914.XP_728145.1
NOG05504:	352914.XP_727742.1 5821.PBANKA_136340
NOG05505:	352914.XP_729224.1 5821.PBANKA_100020 352914.XP_723775.1
NOG05506:	352914.XP_730191.1 5821.PBANKA_080080
NOG05507:	5821.PBANKA_135120 352914.XP_725351.1
NOG05508:	5821.PBANKA_133630 352914.XP_724561.1
NOG05509:	5821.PBANKA_030380 352914.XP_725436.1
NOG05510:	352914.XP_729531.1 5821.PBANKA_061870
NOG05511:	352914.XP_729023.1 5821.PBANKA_132170
NOG05512:	5821.PBANKA_031600 352914.XP_724804.1
NOG05513:	352914.XP_729553.1 5821.PBANKA_132430
NOG05514:	5821.PBANKA_082010 352914.XP_725780.1
NOG05515:	5821.PBANKA_142480 352914.XP_729593.1
NOG05516:	352914.XP_727192.1 5821.PBANKA_132280
NOG05517:	352914.XP_730043.1 5821.PBANKA_134660
NOG05518:	5821.PBANKA_061600 352914.XP_725706.1
NOG05519:	5821.PBANKA_030140 352914.XP_729306.1
NOG05520:	5821.PBANKA_142590 352914.XP_725011.1
NOG05521:	5821.PBANKA_030440 352914.XP_728466.1
NOG05522:	5821.PBANKA_093520 352914.XP_724916.1
NOG05523:	352914.XP_725672.1 5821.PBANKA_110840
NOG05524:	352914.XP_724419.1 5821.PBANKA_060620
NOG05525:	5821.PBANKA_052240 352914.XP_726039.1
NOG05526:	5821.PBANKA_081310 352914.XP_731428.1
NOG05527:	352914.XP_730351.1 5821.PBANKA_143960
NOG05528:	5821.PBANKA_093310 352914.XP_726487.1
NOG05529:	5821.PBANKA_071480 352914.XP_725376.1
NOG05530:	5821.PBANKA_040530 352914.XP_726263.1
NOG05531:	5821.PBANKA_113480 352914.XP_728907.1
NOG05532:	352914.XP_729936.1 5821.PBANKA_051380
NOG05533:	5821.PBANKA_146350 352914.XP_723780.1
NOG05534:	5821.PBANKA_091800 352914.XP_726106.1
NOG05535:	5821.PBANKA_050400 352914.XP_725616.1
NOG05536:	352914.XP_730327.1 5821.PBANKA_100130
NOG05537:	352914.XP_730730.1 5821.PBANKA_140960
NOG05538:	352914.XP_730525.1 5821.PBANKA_142080
NOG05539:	352914.XP_726917.1 5821.PBANKA_093050
NOG05540:	5821.PBANKA_061060 352914.XP_727698.1
NOG05541:	5821.PBANKA_083270 352914.XP_731200.1
NOG05542:	5821.PBANKA_010190 352914.XP_729965.1
NOG05543:	352914.XP_724553.1 5821.PBANKA_122780
NOG05544:	352914.XP_724414.1 5821.PBANKA_081530
NOG05545:	5821.PBANKA_100440 352914.XP_730975.1
NOG05546:	5821.PBANKA_142320 352914.XP_730279.1
NOG05547:	352914.XP_725471.1 5821.PBANKA_145410
NOG05548:	5821.PBANKA_141010 352914.XP_730735.1
NOG05549:	352914.XP_724124.1 5821.PBANKA_140160
NOG05550:	5821.PBANKA_140060 352914.XP_730885.1
NOG05551:	352914.XP_730338.1 5821.PBANKA_061680
NOG05552:	352914.XP_727536.1 5821.PBANKA_131570
NOG05553:	5821.PBANKA_082710 352914.XP_724636.1
NOG05554:	352914.XP_726707.1 5821.PBANKA_083620
NOG05555:	5821.PBANKA_071050 352914.XP_726734.1
NOG05556:	5821.PBANKA_083290 352914.XP_731198.1
NOG05557:	5821.PBANKA_145120 352914.XP_726013.1
NOG05558:	352914.XP_731287.1 5821.PBANKA_061560
NOG05559:	352914.XP_723851.1 5821.PBANKA_041130
NOG05560:	352914.XP_725500.1 5821.PBANKA_135810
NOG05561:	352914.XP_730876.1 5821.PBANKA_122030
NOG05562:	5821.PBANKA_090080 352914.XP_725307.1
NOG05563:	5821.PBANKA_101950 352914.XP_727116.1
NOG05564:	5821.PBANKA_135400 352914.XP_724875.1
NOG05565:	5821.PBANKA_031420 352914.XP_727189.1
NOG05566:	352914.XP_726364.1 5821.PBANKA_092850
NOG05567:	352914.XP_724478.1 5821.PBANKA_114410
NOG05568:	352914.XP_724118.1 5821.PBANKA_100270
NOG05569:	352914.XP_728926.1 5821.PBANKA_102310
NOG05570:	352914.XP_726292.1 5821.PBANKA_101580
NOG05571:	5821.PBANKA_082220 352914.XP_730371.1
NOG05572:	5821.PBANKA_101440 352914.XP_728995.1
NOG05573:	5821.PBANKA_060530 352914.XP_727953.1
NOG05574:	5821.PBANKA_141040 352914.XP_729335.1
NOG05575:	352914.XP_730016.1 5821.PBANKA_093140
NOG05576:	5821.PBANKA_010210 352914.XP_730482.1
NOG05577:	5821.PBANKA_123890 352914.XP_729352.1
NOG05578:	5821.PBANKA_080860 352914.XP_729790.1
NOG05579:	5821.PBANKA_062260 352914.XP_723864.1
NOG05580:	5821.PBANKA_100520 352914.XP_731398.1
NOG05581:	352914.XP_729545.1 5821.PBANKA_093690
NOG05582:	5821.PBANKA_121720 352914.XP_724263.1
NOG05583:	352914.XP_724299.1 5821.PBANKA_123330
NOG05584:	352914.XP_731239.1 5821.PBANKA_111900
NOG05585:	352914.XP_729637.1 5821.PBANKA_083450
NOG05586:	5821.PBANKA_133090 352914.XP_723871.1
NOG05587:	5821.PBANKA_131770 352914.XP_726954.1
NOG05588:	352914.XP_726361.1 5821.PBANKA_041310
NOG05589:	5821.PBANKA_101730 352914.XP_726312.1
NOG05590:	5821.PBANKA_094140 352914.XP_723980.1
NOG05591:	5821.PBANKA_060460 352914.XP_728330.1
NOG05592:	352914.XP_729364.1 5821.PBANKA_091490
NOG05593:	5821.PBANKA_061280 352914.XP_725242.1
NOG05594:	352914.XP_725287.1 5821.PBANKA_114240
NOG05595:	352914.XP_727620.1 5821.PBANKA_030270
NOG05596:	352914.XP_725176.1 5821.PBANKA_010340
NOG05597:	352914.XP_731202.1 5821.PBANKA_083250
NOG05598:	5821.PBANKA_071970 352914.XP_724844.1
NOG05599:	352914.XP_727942.1 5821.PBANKA_141890
NOG05600:	352914.XP_726427.1 5821.PBANKA_133420
NOG05601:	352914.XP_725279.1 5821.PBANKA_142050
NOG05602:	5821.PBANKA_092450 352914.XP_729216.1
NOG05603:	5821.PBANKA_091310 352914.XP_730964.1
NOG05604:	5821.PBANKA_020900 352914.XP_726934.1
NOG05605:	5821.PBANKA_111430 352914.XP_727890.1
NOG05606:	5821.PBANKA_011250 352914.XP_725994.1
NOG05607:	5821.PBANKA_071460 352914.XP_725374.1
NOG05608:	5821.PBANKA_093950 352914.XP_723988.1
NOG05609:	5821.PBANKA_123750 352914.XP_730790.1
NOG05610:	5821.PBANKA_122160 352914.XP_726304.1
NOG05611:	352914.XP_724674.1 5821.PBANKA_120120
NOG05612:	352914.XP_725563.1 5821.PBANKA_080840
NOG05613:	352914.XP_731442.1 5821.PBANKA_123070
NOG05614:	352914.XP_727684.1 5821.PBANKA_091910
NOG05615:	5821.PBANKA_010500 352914.XP_731132.1
NOG05616:	5821.PBANKA_081360 352914.XP_731446.1
NOG05617:	352914.XP_724466.1 5821.PBANKA_135960
NOG05618:	352914.XP_723972.1 5821.PBANKA_144490
NOG05619:	352914.XP_729839.1 5821.PBANKA_111380
NOG05620:	5821.PBANKA_052130 352914.XP_725949.1
NOG05621:	5821.PBANKA_101120 352914.XP_728338.1
NOG05622:	352914.XP_726688.1 5821.PBANKA_083530
NOG05623:	5821.PBANKA_071270 352914.XP_724188.1
NOG05624:	352914.XP_724670.1 5821.PBANKA_141260
NOG05625:	5821.PBANKA_134700 352914.XP_730466.1
NOG05626:	352914.XP_729785.1 5821.PBANKA_080220
NOG05627:	352914.XP_724326.1 5821.PBANKA_090600
NOG05628:	352914.XP_724912.1 5821.PBANKA_113900
NOG05629:	352914.XP_729430.1 5821.PBANKA_133940
NOG05630:	5821.PBANKA_110610 352914.XP_726877.1
NOG05631:	5821.PBANKA_092560 352914.XP_726730.1
NOG05632:	5821.PBANKA_031470 352914.XP_724000.1
NOG05633:	352914.XP_723634.1 5821.PBANKA_060860
NOG05634:	352914.XP_730630.1 5821.PBANKA_113540
NOG05635:	5821.PBANKA_093450 352914.XP_726036.1
NOG05636:	5821.PBANKA_092020 352914.XP_730664.1
NOG05637:	352914.XP_729264.1 5821.PBANKA_145520
NOG05638:	352914.XP_727852.1 5821.PBANKA_144470
NOG05639:	5821.PBANKA_030950 352914.XP_730949.1
NOG05640:	5821.PBANKA_051170 352914.XP_726415.1
NOG05641:	352914.XP_726418.1 5821.PBANKA_113380
NOG05642:	5821.PBANKA_060700 352914.XP_726758.1
NOG05643:	352914.XP_727379.1 5821.PBANKA_113950
NOG05644:	5821.PBANKA_144250 352914.XP_724239.1
NOG05645:	5821.PBANKA_061140 352914.XP_730870.1
NOG05646:	352914.XP_725127.1 352914.XP_726806.1 5821.PBANKA_136570 5821.PBANKA_000340 5821.PBANKA_000050 5821.PBANKA_000360 352914.XP_728149.1 352914.XP_724303.1
NOG05647:	5821.PBANKA_083490 352914.XP_726529.1
NOG05648:	5821.PBANKA_123380 352914.XP_726649.1
NOG05649:	5821.PBANKA_093890 352914.XP_731358.1
NOG05650:	352914.XP_726551.1 5821.PBANKA_123970
NOG05651:	352914.XP_731106.1 5821.PBANKA_101040
NOG05652:	352914.XP_724603.1 5821.PBANKA_020750
NOG05653:	5821.PBANKA_091690 352914.XP_726669.1
NOG05654:	5821.PBANKA_102690 352914.XP_727737.1
NOG05655:	352914.XP_729416.1 5821.PBANKA_141930
NOG05656:	352914.XP_728859.1 5821.PBANKA_143680
NOG05657:	5821.PBANKA_020320 352914.XP_724173.1
NOG05658:	5821.PBANKA_010800 352914.XP_727656.1
NOG05659:	5821.PBANKA_143560 352914.XP_727305.1
NOG05660:	5821.PBANKA_092170 352914.XP_725315.1
NOG05661:	5821.PBANKA_091600 352914.XP_728004.1
NOG05662:	5821.PBANKA_142330 352914.XP_728795.1
NOG05663:	352914.XP_728232.1 5821.PBANKA_021210
NOG05664:	5821.PBANKA_136120 352914.XP_727965.1
NOG05665:	352914.XP_728652.1 5821.PBANKA_113720
NOG05666:	352914.XP_726104.1 5821.PBANKA_091790
NOG05667:	352914.XP_727270.1 5821.PBANKA_114010
NOG05668:	352914.XP_725979.1 5821.PBANKA_051250
NOG05669:	5821.PBANKA_030750 352914.XP_724332.1
NOG05670:	5821.PBANKA_090830 352914.XP_723812.1
NOG05671:	5821.PBANKA_132370 352914.XP_729753.1
NOG05672:	5821.PBANKA_080420 352914.XP_728671.1
NOG05673:	352914.XP_724527.1 5821.PBANKA_102620
NOG05674:	5821.PBANKA_094260 352914.XP_723909.1
NOG05675:	352914.XP_731216.1 5821.PBANKA_111460
NOG05676:	5821.PBANKA_040220 352914.XP_724900.1
NOG05677:	352914.XP_725066.1 5821.PBANKA_143360
NOG05678:	352914.XP_725649.1 5821.PBANKA_092990
NOG05679:	5821.PBANKA_140630 352914.XP_730435.1
NOG05680:	352914.XP_731449.1 5821.PBANKA_041480 352914.XP_725416.1
NOG05681:	352914.XP_730032.1 5821.PBANKA_111500
NOG05682:	5821.PBANKA_140270 352914.XP_729308.1
NOG05683:	5821.PBANKA_121500 352914.XP_723703.1
NOG05684:	352914.XP_724443.1 5821.PBANKA_132100
NOG05685:	352914.XP_729608.1 5821.PBANKA_143520
NOG05686:	5821.PBANKA_070210 352914.XP_728178.1
NOG05687:	5821.PBANKA_130590 352914.XP_727543.1
NOG05688:	5821.PBANKA_134600 352914.XP_730074.1
NOG05689:	5821.PBANKA_110530 352914.XP_727376.1
NOG05690:	5821.PBANKA_041500 352914.XP_725414.1 352914.XP_727956.1
NOG05691:	5821.PBANKA_111340 352914.XP_730749.1
NOG05692:	5821.PBANKA_091320 352914.XP_729834.1
NOG05693:	5821.PBANKA_050890 352914.XP_725386.1
NOG05694:	352914.XP_725729.1 5821.PBANKA_083040
NOG05695:	5821.PBANKA_020620 352914.XP_727857.1
NOG05696:	5821.PBANKA_145300 352914.XP_730109.1
NOG05697:	5821.PBANKA_060130 352914.XP_729302.1
NOG05698:	352914.XP_724578.1 5821.PBANKA_130430
NOG05699:	352914.XP_726801.1 5821.PBANKA_144890
NOG05700:	352914.XP_726351.1 5821.PBANKA_093780
NOG05701:	352914.XP_726182.1 5821.PBANKA_041160
NOG05702:	5821.PBANKA_081820 352914.XP_727984.1
NOG05703:	352914.XP_730455.1 5821.PBANKA_100990
NOG05704:	5821.PBANKA_121600 352914.XP_728986.1
NOG05705:	5821.PBANKA_090570 352914.XP_729812.1
NOG05706:	352914.XP_731175.1 5821.PBANKA_030670
NOG05707:	5821.PBANKA_090850 352914.XP_725131.1
NOG05708:	352914.XP_723848.1 5821.PBANKA_041090
NOG05709:	5821.PBANKA_071930 352914.XP_724655.1
NOG05710:	352914.XP_727104.1 5821.PBANKA_052310
NOG05711:	5821.PBANKA_111830 352914.XP_725379.1
NOG05712:	352914.XP_726827.1 5821.PBANKA_110670
NOG05713:	5821.PBANKA_146190 352914.XP_730847.1
NOG05714:	352914.XP_725651.1 5821.PBANKA_114210
NOG05715:	352914.XP_724964.1 5821.PBANKA_112620
NOG05716:	5821.PBANKA_051850 352914.XP_725933.1
NOG05717:	5821.PBANKA_050280 352914.XP_725405.1
NOG05718:	352914.XP_725767.1 5821.PBANKA_061340
NOG05719:	352914.XP_729715.1 5821.PBANKA_070510
NOG05720:	5821.PBANKA_092770 352914.XP_727594.1
NOG05721:	5821.PBANKA_141550 352914.XP_731414.1
NOG05722:	352914.XP_728175.1 5821.PBANKA_144420
NOG05723:	352914.XP_724102.1 5821.PBANKA_134000
NOG05724:	5821.PBANKA_040380 352914.XP_725425.1
NOG05725:	5821.PBANKA_081030 352914.XP_731101.1
NOG05726:	352914.XP_730417.1 5821.PBANKA_120800
NOG05727:	5821.PBANKA_131450 352914.XP_729831.1
NOG05728:	5821.PBANKA_090980 352914.XP_726396.1
NOG05729:	5821.PBANKA_122870 352914.XP_724446.1
NOG05730:	5821.PBANKA_071520 352914.XP_725199.1
NOG05731:	352914.XP_729543.1 5821.PBANKA_093660
NOG05732:	352914.XP_728191.1 5821.PBANKA_143280
NOG05733:	5821.PBANKA_051440 352914.XP_727777.1
NOG05734:	352914.XP_724627.1 5821.PBANKA_123180
NOG05735:	5821.PBANKA_061490 352914.XP_724625.1
NOG05736:	352914.XP_723746.1 5821.PBANKA_092730
NOG05737:	5821.PBANKA_060960 352914.XP_730306.1
NOG05738:	5821.PBANKA_135940 352914.XP_729066.1
NOG05739:	352914.XP_723712.1 5821.PBANKA_112740
NOG05740:	352914.XP_729650.1 5821.PBANKA_102030
NOG05741:	352914.XP_725022.1 5821.PBANKA_122080
NOG05742:	5821.PBANKA_071990 352914.XP_731313.1
NOG05743:	352914.XP_726089.1 5821.PBANKA_140550
NOG05744:	352914.XP_729582.1 5821.PBANKA_141690
NOG05745:	352914.XP_724696.1 5821.PBANKA_132800
NOG05746:	352914.XP_730819.1 5821.PBANKA_051310
NOG05747:	5821.PBANKA_120380 352914.XP_729014.1
NOG05748:	352914.XP_730296.1 5821.PBANKA_071030
NOG05749:	5821.PBANKA_051480 352914.XP_725100.1
NOG05750:	352914.XP_724798.2 5821.PBANKA_123500
NOG05751:	5821.PBANKA_111990 352914.XP_724488.1
NOG05752:	5821.PBANKA_122790 352914.XP_724554.1
NOG05753:	5821.PBANKA_122740 352914.XP_730187.1
NOG05754:	352914.XP_723969.1 5821.PBANKA_141180
NOG05755:	5821.PBANKA_102830 352914.XP_727959.1
NOG05756:	352914.XP_725352.1 5821.PBANKA_135110
NOG05757:	352914.XP_724183.1 5821.PBANKA_020590
NOG05758:	5821.PBANKA_051230 352914.XP_730905.1
NOG05759:	352914.XP_723797.1 5821.PBANKA_146140
NOG05760:	5821.PBANKA_141870 352914.XP_727940.1
NOG05761:	352914.XP_725548.1 5821.PBANKA_040800
NOG05762:	352914.XP_726898.1 5821.PBANKA_093220
NOG05763:	352914.XP_726992.1 5821.PBANKA_133470
NOG05764:	352914.XP_730860.1 5821.PBANKA_145360
NOG05765:	352914.XP_723628.1 5821.PBANKA_121060
NOG05766:	5821.PBANKA_130150 352914.XP_730652.1
NOG05767:	352914.XP_725572.1 5821.PBANKA_122470
NOG05768:	352914.XP_731081.1 5821.PBANKA_010930
NOG05769:	5821.PBANKA_110650 352914.XP_724634.1
NOG05770:	5821.PBANKA_031220 352914.XP_728800.1
NOG05771:	5821.PBANKA_112990 352914.XP_727250.1
NOG05772:	352914.XP_726363.1 5821.PBANKA_010560
NOG05773:	352914.XP_726672.1 5821.PBANKA_080410
NOG05774:	5821.PBANKA_070120 352914.XP_727075.1
NOG05775:	5821.PBANKA_000200 5821.PBANKA_070030 5821.PBANKA_120030 352914.XP_727748.1 352914.XP_728125.1
NOG05776:	5821.PBANKA_083110 352914.XP_729696.1
NOG05777:	5821.PBANKA_113660 352914.XP_727926.1
NOG05778:	352914.XP_729635.1 5821.PBANKA_060790
NOG05779:	5821.PBANKA_061900 352914.XP_725060.1
NOG05780:	5821.PBANKA_020200 352914.XP_726636.1
NOG05781:	5821.PBANKA_101460 352914.XP_728997.1
NOG05782:	352914.XP_726451.1 5821.PBANKA_092190
NOG05783:	352914.XP_726668.1 5821.PBANKA_091680
NOG05784:	5821.PBANKA_051620 352914.XP_731118.1
NOG05785:	352914.XP_730969.1 5821.PBANKA_091280
NOG05786:	5821.PBANKA_103270 352914.XP_729621.1
NOG05787:	352914.XP_725186.1 5821.PBANKA_121190
NOG05788:	5821.PBANKA_123640 352914.XP_729120.1
NOG05789:	5821.PBANKA_010610 352914.XP_729151.1
NOG05790:	352914.XP_724189.1 5821.PBANKA_103290
NOG05791:	5821.PBANKA_093390 352914.XP_726497.1
NOG05792:	352914.XP_730765.1 5821.PBANKA_141210
NOG05793:	352914.XP_726286.1 5821.PBANKA_020700
NOG05794:	352914.XP_727038.1 5821.PBANKA_031140
NOG05795:	5821.PBANKA_133880 352914.XP_728185.1
NOG05796:	5821.PBANKA_130690 352914.XP_728448.1
NOG05797:	5821.PBANKA_080250 352914.XP_726604.1
NOG05798:	352914.XP_730326.1 5821.PBANKA_100120
NOG05799:	5821.PBANKA_120820 352914.XP_728121.1
NOG05800:	5821.PBANKA_010540 352914.XP_728386.1
NOG05801:	352914.XP_727731.1 5821.PBANKA_092640
NOG05802:	352914.XP_731250.1 5821.PBANKA_110870
NOG05803:	352914.XP_725140.1 5821.PBANKA_144680
NOG05804:	5821.PBANKA_080910 352914.XP_724370.1
NOG05805:	352914.XP_726908.1 5821.PBANKA_146290
NOG05806:	5821.PBANKA_133430 352914.XP_726428.1
NOG05807:	5821.PBANKA_134550 352914.XP_726727.1
NOG05808:	5821.PBANKA_140400 352914.XP_725337.1
NOG05809:	5821.PBANKA_093420 352914.XP_724293.1
NOG05810:	5821.PBANKA_093200 352914.XP_730024.1
NOG05811:	5821.PBANKA_062280 352914.XP_723867.1
NOG05812:	352914.XP_726426.1 5821.PBANKA_070970
NOG05813:	5821.PBANKA_113440 352914.XP_726585.1
NOG05814:	352914.XP_727894.1 5821.PBANKA_110810
NOG05815:	5821.PBANKA_121820 352914.XP_725586.1
NOG05816:	352914.XP_730947.1 5821.PBANKA_030970
NOG05817:	352914.XP_724699.1 5821.PBANKA_134610
NOG05818:	352914.XP_728302.1 5821.PBANKA_040450
NOG05819:	352914.XP_727222.1 5821.PBANKA_092290
NOG05820:	352914.XP_725059.1 5821.PBANKA_061890
NOG05821:	5821.PBANKA_136100 352914.XP_730533.1
NOG05822:	352914.XP_723831.1 5821.PBANKA_133230
NOG05823:	352914.XP_723856.1 5821.PBANKA_121640
NOG05824:	5821.PBANKA_090800 352914.XP_730817.1
NOG05825:	352914.XP_727193.1 5821.PBANKA_132290
NOG05826:	5821.PBANKA_112510 352914.XP_724752.1
NOG05827:	352914.XP_724774.1 5821.PBANKA_112030
NOG05828:	5821.PBANKA_101270 352914.XP_724306.1
NOG05829:	352914.XP_725057.1 5821.PBANKA_123430
NOG05830:	352914.XP_727906.1 5821.PBANKA_124550
NOG05831:	5821.PBANKA_145440 352914.XP_730090.1
NOG05832:	5821.PBANKA_102540 352914.XP_731019.1
NOG05833:	5821.PBANKA_132890 352914.XP_729854.1
NOG05834:	5821.PBANKA_135930 352914.XP_729067.1
